Player,Link,BirthDate,T,B,Team
Yoshikawa Kazuki,https://npb.jp/bis/eng/players/23525155.html,Dec. 12 1996,R,R,Rakuten Eagles
Yoshikawa Naoki,https://npb.jp/bis/eng/players/73375134.html,Feb. 8 1995,R,L,Yomiuri Giants
Yoshikawa Yuto,https://npb.jp/bis/eng/players/83385157.html,Mar. 14 2005,L,L,Lotte Marines
Yoshimura Kojiro,https://npb.jp/bis/eng/players/53555157.html,Jan. 19 1998,R,R,Yakult Swallows
Yoshimura Yusefu,https://npb.jp/bis/eng/players/73575157.html,Dec. 8 2004,L,L,Yomiuri Giants
Yoshino Soshi,https://npb.jp/bis/eng/players/43545155.html,Oct. 27 2003,R,R,Rakuten Eagles
Yoshino Teruki,https://npb.jp/bis/eng/players/33535157.html,Jul. 19 1998,R,R,DeNA BayStars
Yoshinoh Tsubasa,https://npb.jp/bis/eng/players/03305150.html,Aug. 16 2002,R,L,Rakuten Eagles
Yoshioka Haru,https://npb.jp/bis/eng/players/73375150.html,Aug. 28 2006,R,R,DeNA BayStars
Yoza Kaito,https://npb.jp/bis/eng/players/63165136.html,Sep. 15 1995,R,R,Seibu Lions
Yuasa Atsuki,https://npb.jp/bis/eng/players/41845138.html,Jul. 17 1999,R,R,Hanshin Tigers
Yuasa Dai,https://npb.jp/bis/eng/players/43145136.html,Jan. 24 2000,R,R,Yomiuri Giants
Yuge Hayato,https://npb.jp/bis/eng/players/61865138.html,Apr. 6 1994,L,L,Rakuten Eagles
Zabala Aneurys,https://npb.jp/bis/eng/players/93795159.html,Dec. 21 1996,R,R,Nipponham Fighters
Zhang Jun-Wei,https://npb.jp/bis/eng/players/63565150.html,Nov. 14 2005,R,R,SoftBank Hawks
Saito Hiromasa,https://npb.jp/bis/eng/players/41745136.html,Jun. 3 1995,L,L,Seibu Lions
Saito Hiromasa,https://npb.jp/bis/eng/players/41745136.html,Jun. 3 1995,L,L,SoftBank Hawks
Chinen Taisei,,Apr. 27 2000,L,L,Oisix Albirex
Koike Tomoya,,May. 24 1999,R,R,Oisix Albirex
Tanaka Shunta,,Aug. 18 1993,R,L,Oisix Albirex
Fujiwara Daichi,,Nov. 11 1999,R,S,Oisix Albirex
Takayama Shun,,Apr. 18 1993,R,L,Oisix Albirex
Konishi Keiji,,Apr. 25 1998,R,R,Oisix Albirex
Nakayama Shota,,Sep. 22 1996,R,R,Oisix Albirex
Sonobe Keita,,Aug. 24 1999,R,R,Oisix Albirex
Taka Yoshihiro,,May. 31 2004,R,R,Oisix Albirex
Shinoda Taisei,,May. 4 2000,R,L,Oisix Albirex
Yoh Daikan,,Jan. 17 1987,R,R,Oisix Albirex
Katayama Yu,,Apr. 14 1999,R,R,Oisix Albirex
Katano Yu,,Jan. 29 2005,R,R,Oisix Albirex
Nagasawa Renji,,Aug. 1 1997,R,R,Oisix Albirex
Satoh Takumi,,Sep. 17 2001,L,L,Oisix Albirex
Miyazaki Tento,,Jan. 26 2001,R,R,Oisix Albirex
Higa Tenyu,,Jun. 15 2001,R,L,Oisix Albirex
Shimazaki Taichi,,Dec. 5 2000,R,R,Oisix Albirex
Inaba Hiroki,,Aug. 22 1984,R,L,Oisix Albirex
Banzai Tamon,,Jul. 19 2001,R,L,Oisix Albirex
Matsuo Syoujiro,,Jul. 5 2002,R,R,Oisix Albirex
Kumakura Ryo,,Feb. 3 1999,R,R,Oisix Albirex
Yamada Ryusei,,Nov. 18 2005,R,R,Oisix Albirex
Yabuta Kazuki,,Aug. 7 1992,R,R,Oisix Albirex
Makino Kenshin,,Sep. 19 1999,L,L,Oisix Albirex
Shimokawa Shunsuke,,Mar. 22 2000,R,R,Oisix Albirex
Meguro Koya,,Nov. 6 2001,L,L,Oisix Albirex
Noto Syuto,,Sep. 29 2001,R,R,Oisix Albirex
Ajiro Kenta,,Nov. 3 2001,R,R,Oisix Albirex
Nishimura Riku,,Jul. 6 2000,R,R,Oisix Albirex
Kasahara Shotaro,,Mar. 17 1995,L,L,Oisix Albirex
Uemura Tomoki,,Mar. 23 2000,R,R,Oisix Albirex
Mikami Tomoya,,Apr. 10 1989,R,R,Oisix Albirex
Iida Yamato,,Jul. 28 1999,R,R,Oisix Albirex
Yoshida Kazumasa,,Sep. 24 1989,R,L,Oisix Albirex
Maekawa Satoshi,,May. 15 1996,R,R,Oisix Albirex
Uchida Kenta,,May. 10 2000,L,L,Oisix Albirex
Irei Kaito,,Jun. 8 2001,L,L,Oisix Albirex
Kobayashi Keisuke,,Nov. 2 1992,R,R,Oisix Albirex
Suzuki Hayato,,Mar. 13 2001,R,R,Oisix Albirex
Kiguchi Kodai,,Mar. 26 2001,R,R,Oisix Albirex
Yamada Takuro,,Jul. 24 2001,R,R,Oisix Albirex
Tanaka Takuma,,Sep. 18 2001,R,R,Oisix Albirex
Yagami Tatsuhiro,,Sep. 7 2000,L,L,Oisix Albirex
Tateike Ryosuke,,Jan 3 2003,R,L,Oisix Albirex
Ninomiya Isaki,,Oct. 2 1998,R,R,HAYATE Ventures
Nishihama Yuhsei,,Nov. 23 2002,R,L,HAYATE Ventures
Okuda Kanata,,Apr. 26 2001,L,L,HAYATE Ventures
Hayakawa Daiki,,Dec. 18 1999,R,R,HAYATE Ventures
Takeuchi Keito,,May. 29 1999,R,R,HAYATE Ventures
Mora Miguel,,Nov. 4 2001,R,R,HAYATE Ventures
Hirama Rintaro,,May. 31 1994,R,R,HAYATE Ventures
Ohbae Kohshi,,Mar. 26 2006,R,R,HAYATE Ventures
Okuda Kensei,,Jun. 8 2000,R,R,HAYATE Ventures
Fujimoto Sohta,,Nov. 26 2000,R,R,HAYATE Ventures
Kinoshita Motoya,,May. 1 2002,R,R,HAYATE Ventures
Ikeya Sohta,,Aug. 2 1999,L,L,HAYATE Ventures
Van Gurp Franklin,,Oct. 26 1995,R,R,HAYATE Ventures
Nomura Yuhki,,Aug. 25 1999,R,R,HAYATE Ventures
Shohji Aoba,,Apr. 27 2001,L,L,HAYATE Ventures
Noguchi Wataru,,Jan. 30 2002,R,R,HAYATE Ventures
Yamada Ryu,,Apr. 20 2005,R,R,HAYATE Ventures
Fujioka Yoshiaki,,Mar. 12 1985,R,R,HAYATE Ventures
Tanaka Kenjiro,,Sep. 18 1989,L,L,HAYATE Ventures
Murakami Wataru,,Nov. 1 2000,R,R,HAYATE Ventures
Masuda Shoma,,Jun. 29 1998,R,R,HAYATE Ventures
Vasquez Braulio,,Apr. 13 1999,R,S,HAYATE Ventures
Nakamura Raiya,,Mar. 17 2000,R,L,HAYATE Ventures
Nishikawa Ryosuke,,Apr. 19 2002,R,R,HAYATE Ventures
Vasquez Yerinson,,Aug. 23 2000,R,R,HAYATE Ventures
Sei Hiroki,,Jun 9 1999,R,L,HAYATE Ventures
Shinohara Reo,,Jun. 23 2001,R,R,HAYATE Ventures
Gibo Yuh,,Jul. 29 1999,R,R,HAYATE Ventures
Orishita Kohki,,Feb. 14 2000,R,R,HAYATE Ventures
Tomiyama Daiki,,Aug. 18 2000,L,L,HAYATE Ventures
Fukatani Riki,,May. 21 2000,R,L,HAYATE Ventures
Takahashi Shun,,Sep. 15 1997,R,R,HAYATE Ventures
Kuramoto Toshihiko,,Jan. 7 1991,R,L,HAYATE Ventures
Fukuda Shuhei,,Feb. 10 1989,R,L,HAYATE Ventures
Hirayu Kohki,,Jul. 30 1998,R,R,HAYATE Ventures
Oyama Joichiro,,Nov. 3 2000,R,L,HAYATE Ventures
Fukakusa Yuhya,,Aug. 10 2001,R,R,HAYATE Ventures
Kitsubae Ryusei,,Oct. 15 2003,R,L,HAYATE Ventures
Itani Shoma,,Dec. 30 2002,R,R,HAYATE Ventures
Kusaba Yu,,May. 7 2003,R,R,HAYATE Ventures
Tanigawa Yuito,,May. 27 2002,R,R,HAYATE Ventures
