,Player,ポジション,投打,身長／体重,生年月日,経歴,ドラフト
https://npb.jp/bis/players/13415155.html,Ｒ．オスナ,投手,右投右打,188cm／104kg,1995年2月7日,ホセマリアモレロスパボン高 - ブルージェイズ - アストロズ,
https://npb.jp/bis/players/01305157.html,大津　亮介,投手,右投左打,175cm／67kg,1999年1月13日,九州産大九州高 - 帝京大 - 日本製鉄鹿島,2022年ドラフト2位
https://npb.jp/bis/players/21325157.html,大野　稼頭央,投手,左投左打,176cm／68kg,2004年8月6日,大島高,2022年ドラフト4位
https://npb.jp/bis/players/41345157.html,岡植　純平,投手,右投右打,177cm／81kg,2004年7月10日,飾磨工,2022年育成選手ドラフト5位
https://npb.jp/bis/players/53755157.html,Ｊ．オスーナ,外野手,右投右打,185cm／82kg,2007年3月27日,フェアモールアレグリア高,
https://npb.jp/bis/players/21325159.html,大泉　周也,外野手,左投左打,173cm／84kg,1999年9月16日,山形中央高 - 日本製鉄鹿島 - BC・福島,2023年育成選手ドラフト1位
https://npb.jp/bis/players/11515159.html,大山　凌,投手,右投右打,179cm／82kg,2002年3月27日,白鴎大足利高 - 東日本国際大,2023年ドラフト6位
https://npb.jp/bis/players/51555150.html,大友　宗,捕手,右投右打,181cm／86kg,1999年7月23日,鳥羽高 - 帝京大 - 日本通運 - BC・茨城,2024年育成選手ドラフト3位
https://npb.jp/bis/players/71575150.html,岡田　皓一朗,投手,右投右打,186cm／99kg,2002年6月4日,智弁学園高 - 大阪商業大,2024年育成選手ドラフト9位
https://npb.jp/bis/players/11715132.html,川瀬　晃,内野手,右投左打,176cm／73kg,1997年9月15日,大分商,2015年ドラフト6位
https://npb.jp/bis/players/81585138.html,上茶谷　大河,投手,右投右打,181cm／89kg,1996年8月31日,京都学園高 - 東洋大,2018年ドラフト1位
https://npb.jp/bis/players/81785153.html,川原田　純平,内野手,右投右打,168cm／70kg,2002年5月21日,青森山田高,2020年ドラフト4位
https://npb.jp/bis/players/11715155.html,川村　友斗,外野手,右投左打,182cm／90kg,1999年8月13日,北海高 - 仙台大,2021年育成選手ドラフト2位
https://npb.jp/bis/players/31735150.html,川口　冬弥,投手,右投右打,187cm／87kg,1999年10月26日,東海大菅生高 - 城西国際大 - ハナマウイ - 四国・徳島,2024年育成選手ドラフト6位
https://npb.jp/bis/players/71775150.html,河野　伸一朗,投手,左投左打,190cm／83kg,2006年8月20日,宮崎学園高,2024年育成選手ドラフト5位
https://npb.jp/bis/players/71775155.html,木村　大成,投手,左投左打,180cm／83kg,2003年9月12日,北海高,2021年ドラフト3位
https://npb.jp/bis/players/41545157.html,木村　光,投手,右投左打,173cm／77kg,2000年7月2日,奈良大付高 - 佛教大,2022年育成選手ドラフト3位
https://npb.jp/bis/players/21725150.html,木下　勇人,外野手,右投左打,179cm／66kg,2006年8月6日,千葉経大付高,2024年育成選手ドラフト11位
https://npb.jp/bis/players/61765150.html,漁府　輝羽,外野手,右投右打,183cm／94kg,2002年7月16日,おかやま山陽高 - 東北福祉大,2024年育成選手ドラフト10位
https://npb.jp/bis/players/01705130.html,栗原　陵矢,内野手,右投左打,178cm／84kg,1996年7月4日,春江工,2014年ドラフト2位
https://npb.jp/bis/players/01905153.html,桑原　秀侍,内野手,右投右打,176cm／79kg,2002年5月29日,神村学園高,2020年育成選手ドラフト3位
https://npb.jp/bis/players/11915150.html,熊谷　太雅,投手,左投左打,186cm／79kg,2006年10月17日,東陵高,2024年育成選手ドラフト12位
https://npb.jp/bis/players/41745135.html,近藤　健介,外野手,右投左打,171cm／87kg,1993年8月9日,横浜高,2011年ドラフト4位
https://npb.jp/bis/players/91095151.html,佐藤　直樹,外野手,右投右打,178cm／85kg,1998年9月3日,報徳学園高 - JR西日本,2019年ドラフト1位
https://npb.jp/bis/players/91095153.html,笹川　吉康,外野手,左投左打,194cm／96kg,2002年5月31日,横浜商,2020年ドラフト2位
https://npb.jp/bis/players/11915157.html,佐々木　明都,投手,右投右打,182cm／82kg,2005年1月2日,学法福島高,2022年育成選手ドラフト6位
https://npb.jp/bis/players/31935157.html,佐藤　航太,外野手,右投右打,184cm／71kg,2004年4月7日,八戸学院光星高,2022年育成選手ドラフト11位
https://npb.jp/bis/players/31935159.html,佐倉　俠史朗,内野手,右投左打,183cm／102kg,2005年11月3日,九州国際大付高,2023年育成選手ドラフト3位
https://npb.jp/bis/players/91995159.html,澤柳　亮太郎,投手,右投右打,179cm／87kg,2000年3月8日,明治学院東村山高 - 明治学院大 - ロキテクノ富山,2023年ドラフト5位
https://npb.jp/bis/players/03705159.html,Ｄ．サルディ,投手,左投左打,186cm／81kg,2005年11月12日,エイデヘクトルルイスペレスサンタクララ高,
https://npb.jp/bis/players/01905150.html,ザイレン,内野手,右投右打,178cm／84kg,2006年5月29日,浜松商,2024年育成選手ドラフト2位
https://npb.jp/bis/players/21925136.html,周東　佑京,外野手,右投左打,180cm／74kg,1996年2月10日,東京農大二高 - 東京農業大北海道オホーツク,2017年育成選手ドラフト2位
https://npb.jp/bis/players/71975157.html,重松　凱人,外野手,右投右打,187cm／97kg,2000年4月12日,戸畑高 - 亜細亜大,2022年育成選手ドラフト9位
https://npb.jp/bis/players/21025150.html,塩士　暖,投手,右投右打,185cm／84kg,2006年5月18日,門前高,2024年育成選手ドラフト13位
https://npb.jp/bis/players/01205150.html,庄子　雄大,内野手,右投左打,176cm／74kg,2002年10月2日,横浜高 - 神奈川大,2024年ドラフト2位
https://npb.jp/bis/players/91995138.html,杉山　一樹,投手,右投右打,192cm／106kg,1997年12月7日,駿河総合高 - 三菱重工広島,2018年ドラフト2位
https://npb.jp/bis/players/53755138.html,Ｃ．スチュワート・ジュニア,投手,右投右打,198cm／101kg,1999年11月2日,イースタンフロリダ州大,
https://npb.jp/bis/players/01005135.html,武田　翔太,,右投右打,187cm／90kg,1993年4月3日,宮崎日大高,2011年ドラフト1位
https://npb.jp/bis/players/11215132.html,谷川原　健太,捕手,右投左打,174cm／89kg,1997年4月16日,豊橋中央高,2015年ドラフト3位
https://npb.jp/bis/players/51055136.html,田浦　文丸,,左投左打,168cm／78kg,1999年9月21日,秀岳館高,2017年ドラフト5位
https://npb.jp/bis/players/11415153.html,田上　奏大,投手,右投左打,187cm／89kg,2002年11月26日,履正社高,2020年ドラフト5位
https://npb.jp/bis/players/43245159.html,Ｊ．ダウンズ,内野手,右投右打,178cm／89kg,1998年7月27日,モンシニョールエドワードペース高 - レッドソックス - ナショナルズ,
https://npb.jp/bis/players/63565150.html,張　峻瑋,投手,右投右打,179cm／82kg,2005年11月14日,穀保家商,
https://npb.jp/bis/players/81285151.html,津森　宥紀,投手,右投右打,176cm／86kg,1998年1月21日,和歌山東高 - 東北福祉大,2019年ドラフト3位
https://npb.jp/bis/players/41445150.html,津嘉山　憲志郎,投手,右投右打,178cm／89kg,2006年7月24日,神戸国際大付高,2024年育成選手ドラフト7位
https://npb.jp/bis/players/31235157.html,飛田　悠成,投手,右投左打,185cm／91kg,2005年3月13日,神奈川・金沢高,2022年育成選手ドラフト12位
https://npb.jp/bis/players/11215116.html,中村　晃,内野手,左投左打,175cm／81kg,1989年11月5日,帝京高,2007年高校生ドラフト3巡目
https://npb.jp/bis/players/01405159.html,中澤　恒貴,内野手,右投右打,180cm／82kg,2005年7月3日,八戸学院光星高,2023年育成選手ドラフト4位
https://npb.jp/bis/players/61465159.html,長水　啓眞,投手,左投左打,180cm／74kg,2005年8月8日,京都国際高,2023年育成選手ドラフト8位
https://npb.jp/bis/players/51455157.html,西尾　歩真,内野手,右投左打,167cm／70kg,2000年6月20日,中京学院大中京高 - 中京学院大,2022年育成選手ドラフト13位
https://npb.jp/bis/players/11615155.html,野村　勇,内野手,右投右打,174cm／84kg,1996年12月1日,藤井学園寒川高 - 拓殖大 - NTT西日本,2021年ドラフト4位
https://npb.jp/bis/players/51655134.html,濵口　遥大,,左投左打,173cm／80kg,1995年3月16日,三養基高 - 神奈川大,2016年ドラフト1位
https://npb.jp/bis/players/21425138.html,板東　湧梧,投手,右投右打,182cm／78kg,1995年12月27日,鳴門高 - JR東日本,2018年ドラフト4位
https://npb.jp/bis/players/41245155.html,ハモンド,投手,右投右打,192cm／86kg,2004年1月17日,帝京五高,2021年育成選手ドラフト5位
https://npb.jp/bis/players/31635155.html,長谷川　威展,投手,左投左打,178cm／88kg,1999年8月9日,花咲徳栄高 - 金沢学院大,2021年ドラフト6位
https://npb.jp/bis/players/01005137.html,東浜　巨,投手,右投右打,182cm／81kg,1990年6月20日,沖縄尚学高 - 亜細亜大,2012年ドラフト1位
https://npb.jp/bis/players/61665159.html,廣瀨　隆太,内野手,右投右打,181cm／88kg,2001年4月7日,慶応高 - 慶応大,2023年ドラフト3位
https://npb.jp/bis/players/31835150.html,広瀬　結煌,内野手,右投右打,180cm／76kg,2007年2月22日,市立松戸高,2024年育成選手ドラフト4位
https://npb.jp/bis/players/51655130.html,藤井　皓哉,投手,右投左打,183cm／87kg,1996年7月29日,おかやま山陽高,2014年ドラフト4位
https://npb.jp/bis/players/51855155.html,藤野　恵音,内野手,右投右打,181cm／79kg,2003年8月23日,戸畑高,2021年育成選手ドラフト1位
https://npb.jp/bis/players/91895159.html,藤田　悠太郎,捕手,右投右打,170cm／78kg,2005年6月3日,福岡大大濠高,2023年ドラフト7位
https://npb.jp/bis/players/01805159.html,藤原　大翔,投手,右投右打,177cm／73kg,2005年12月26日,飯塚高,2023年育成選手ドラフト6位
https://npb.jp/bis/players/33435157.html,Ｄ．ヘルナンデス,投手,左投左打,188cm／115kg,1996年12月17日,ボリバリアーノサンフランシスコデアシス高 - レッドソックス,
https://npb.jp/bis/players/61465133.html,牧原　大成,内野手,右投左打,172cm／74kg,1992年10月15日,熊本・城北高,2010年育成選手ドラフト5位
https://npb.jp/bis/players/61265139.html,又吉　克樹,,右投右打,179cm／76kg,1990年11月4日,西原高 - 環太平洋大 - 四国・香川,2013年ドラフト2位
https://npb.jp/bis/players/61665130.html,松本　裕樹,投手,右投左打,182cm／84kg,1996年4月14日,盛岡大付高,2014年ドラフト1位
https://npb.jp/bis/players/33135153.html,牧原　巧汰,捕手,右投左打,176cm／81kg,2002年7月13日,日大藤沢高,2020年ドラフト3位
https://npb.jp/bis/players/81885155.html,正木　智也,外野手,右投右打,182cm／89kg,1999年11月5日,慶応高 - 慶応大,2021年ドラフト2位
https://npb.jp/bis/players/71875157.html,前田　純,投手,左投左打,189cm／96kg,2000年6月4日,中部商 - 日本文理大,2022年育成選手ドラフト10位
https://npb.jp/bis/players/41845157.html,松本　晴,投手,左投左打,181cm／90kg,2001年2月24日,樟南高 - 亜細亜大,2022年ドラフト5位
https://npb.jp/bis/players/13115159.html,前田　悠伍,投手,左投左打,180cm／86kg,2005年8月4日,大阪桐蔭高,2023年ドラフト1位
https://npb.jp/bis/players/71475139.html,嶺井　博希,捕手,右投右打,176cm／87kg,1991年6月4日,沖縄尚学高 - 亜細亜大,2013年ドラフト3位
https://npb.jp/bis/players/73175157.html,宮﨑　颯,投手,左投左打,180cm／93kg,2000年6月14日,埼玉栄高 - 東京農業大,2022年育成選手ドラフト8位
https://npb.jp/bis/players/13315159.html,宮里　優吾,投手,右投右打,182cm／84kg,2001年9月27日,岩倉高 - 東京農業大,2023年育成選手ドラフト2位
https://npb.jp/bis/players/73375159.html,村田　賢一,投手,右投右打,179cm／90kg,2001年8月31日,春日部共栄高 - 明治大,2023年ドラフト4位
https://npb.jp/bis/players/73175150.html,村上　泰斗,投手,右投両打,179cm／76kg,2007年2月20日,神戸弘陵高,2024年ドラフト1位
https://npb.jp/bis/players/63965134.html,Ｌ．モイネロ,投手,左投左打,178cm／69kg,1995年12月8日,エイデデピナールデルリオ高 - キューバ・ピナールデルリオ,
https://npb.jp/bis/players/83185157.html,盛島　稜大,捕手,右投右打,187cm／104kg,2004年5月27日,興南高,2022年育成選手ドラフト14位
https://npb.jp/bis/players/31835133.html,柳田　悠岐,外野手,右投左打,187cm／91kg,1988年10月9日,広島商 - 広島経済大,2010年ドラフト2位
https://npb.jp/bis/players/21425139.html,山川　穂高,内野手,右投右打,176cm／112kg,1991年11月23日,中部商 - 富士大,2013年ドラフト2位
https://npb.jp/bis/players/73175151.html,柳町　達,外野手,右投左打,180cm／78kg,1997年4月20日,慶応高 - 慶応大,2019年ドラフト5位
https://npb.jp/bis/players/13515155.html,山崎　琢磨,投手,右投左打,185cm／89kg,2003年11月6日,石見智翠館高,2021年育成選手ドラフト7位
https://npb.jp/bis/players/93595155.html,山本　恵大,外野手,右投左打,182cm／89kg,1999年8月6日,国士舘高 - 明星大,2021年育成選手ドラフト9位
https://npb.jp/bis/players/23325157.html,山下　恭吾,内野手,右投右打,175cm／74kg,2004年7月7日,福岡大大濠高,2022年育成選手ドラフト2位
https://npb.jp/bis/players/83285155.html,Ｌ．ロドリゲス,投手,右投右打,182cm／90kg,2001年8月18日,バシカロスヤヤレス高,
https://npb.jp/bis/players/11815117.html,和田　毅,,左投左打,179cm／81kg,1981年2月21日,浜田高 - 早稲田大,2002年ドラフト自由枠
https://npb.jp/bis/players/93195138.html,渡邉　陸,捕手,右投左打,187cm／88kg,2000年9月24日,神村学園高,2018年育成選手ドラフト1位
https://npb.jp/bis/players/51155118.html,浅村　栄斗,内野手,右投右打,182cm／90kg,1990年11月12日,大阪桐蔭高,2008年ドラフト3位
https://npb.jp/bis/players/61165132.html,阿部　寿樹,内野手,右投右打,185cm／92kg,1989年12月3日,一関一高 - 明治大 - ホンダ,2015年ドラフト5位
https://npb.jp/bis/players/31135159.html,青野　拓海,内野手,右投右打,180cm／85kg,2005年7月26日,氷見高,2023年ドラフト8位
https://npb.jp/bis/players/61165134.html,石原　彪,捕手,右投右打,172cm／96kg,1999年3月8日,京都翔英高,2016年ドラフト8位
https://npb.jp/bis/players/41145138.html,伊藤　裕季也,内野手,右投右打,181cm／95kg,1996年8月30日,日大三高 - 立正大,2018年ドラフト2位
https://npb.jp/bis/players/41345153.html,入江　大樹,内野手,右投右打,185cm／83kg,2002年6月6日,仙台育英高,2020年ドラフト5位
https://npb.jp/bis/players/51555153.html,内　星龍,投手,右投左打,190cm／88kg,2002年4月24日,履正社高,2020年ドラフト6位
